parameter,ls_value,ls_formal_sigma,mcmc_median,mcmc_16,mcmc_84
offset_as,-0.0034562570815475447,0.003970185919780553,-0.00419737145054598,-0.006436570922947175,-0.0018710263414143879
rate_as_per_century,0.07551730693466263,0.013718528339511498,0.07940971702347631,0.07333768806860559,0.08251536964198271
